"","geneSet","description","link","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","CellType","Comparison","DB","Direction"
"1345","R-MMU-4608870","Asymmetric localization of PCP proteins","http://reactome.org/PathwayBrowser/#/R-MMU-4608870",59,13,3.26899659035558,3.97675544794189,1.5167855607956e-05,0.000240009009325892,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1346","R-MMU-2467813","Separation of Sister Chromatids","http://reactome.org/PathwayBrowser/#/R-MMU-2467813",179,25,9.9178032148076,2.52071950395973,1.62013103934822e-05,0.000248128173585931,"108911;110379;12237;13589;17463;18472;19177;19186;19192;19357;22123;22194;225849;23996;23997;26440;26443;26445;66156;66440;66997;67089;70247;73710;99152","Psmd1;Anapc2;Psmb7;Mapre1;Cdc26;Psmb2;Rcc2;Sec13;Psmc4;Psma1;Bub3;Psmd13;Psmd7;Pafah1b1;Psmd3;Psme3;Psmd12;Anapc11;Psma6;Tubb2b;Ube2e1;Psmc6;Psme1;Rad21;Ppp2r5b","Astro","PILOvsSHAM","PR","Up"
"1347","R-MMU-1234174","Regulation of Hypoxia-inducible Factor (HIF) by oxygen","http://reactome.org/PathwayBrowser/#/R-MMU-1234174",68,14,3.76765708718948,3.7158371040724,1.63906161060323e-05,0.000248128173585931,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;53417;66997;67089;70247","Psmd1;Psmb7;Psmb2;Hif3a;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1348","R-MMU-2262749","Cellular response to hypoxia","http://reactome.org/PathwayBrowser/#/R-MMU-2262749",68,14,3.76765708718948,3.7158371040724,1.63906161060323e-05,0.000248128173585931,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;53417;66997;67089;70247","Psmd1;Psmb7;Psmb2;Hif3a;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1349","R-MMU-8878159","Transcriptional regulation by RUNX3","http://reactome.org/PathwayBrowser/#/R-MMU-8878159",77,15,4.26631758402338,3.5159126587698,1.6603372210211e-05,0.000248128173585931,"14312;17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66354;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Snw1;Psmc6;Psme1;Brd2","Astro","PILOvsSHAM","PR","Up"
"1350","R-MMU-68882","Mitotic Anaphase","http://reactome.org/PathwayBrowser/#/R-MMU-68882",182,25,10.0840233804189,2.47916918246589,2.16594809370196e-05,0.000318891519404326,"108911;110379;12237;13589;17463;18472;19177;19186;19192;19357;22123;22194;225849;23996;23997;26440;26443;26445;66156;66440;66997;67089;70247;73710;99152","Psmd1;Anapc2;Psmb7;Mapre1;Cdc26;Psmb2;Rcc2;Sec13;Psmc4;Psma1;Bub3;Psmd13;Psmd7;Pafah1b1;Psmd3;Psme3;Psmd12;Anapc11;Psma6;Tubb2b;Ube2e1;Psmc6;Psme1;Rad21;Ppp2r5b","Astro","PILOvsSHAM","PR","Up"
"1351","R-MMU-69563","p53-Dependent G1 DNA Damage Response","http://reactome.org/PathwayBrowser/#/R-MMU-69563",61,13,3.37981003409644,3.8463700234192,2.22275687317142e-05,0.000318891519404326,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1352","R-MMU-69580","p53-Dependent G1/S DNA damage checkpoint","http://reactome.org/PathwayBrowser/#/R-MMU-69580",61,13,3.37981003409644,3.8463700234192,2.22275687317142e-05,0.000318891519404326,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1353","R-MMU-2555396","Mitotic Metaphase and Anaphase","http://reactome.org/PathwayBrowser/#/R-MMU-2555396",183,25,10.1394301022893,2.46562180988411,2.38188701709996e-05,0.000337225056631521,"108911;110379;12237;13589;17463;18472;19177;19186;19192;19357;22123;22194;225849;23996;23997;26440;26443;26445;66156;66440;66997;67089;70247;73710;99152","Psmd1;Anapc2;Psmb7;Mapre1;Cdc26;Psmb2;Rcc2;Sec13;Psmc4;Psma1;Bub3;Psmd13;Psmd7;Pafah1b1;Psmd3;Psme3;Psmd12;Anapc11;Psma6;Tubb2b;Ube2e1;Psmc6;Psme1;Rad21;Ppp2r5b","Astro","PILOvsSHAM","PR","Up"
"1354","R-MMU-69002","DNA Replication Pre-Initiation","http://reactome.org/PathwayBrowser/#/R-MMU-69002",81,15,4.48794447150511,3.34228734228734,3.12344346451443e-05,0.000436006317415127,"17463;19177;19186;19192;19891;22123;23996;23997;26440;26443;26445;66979;66997;67089;70247","Psmd1;Psmb7;Psmb2;Rpa2;Pole4;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1355","R-MMU-1169091","Activation of NF-kappaB in B cells","http://reactome.org/PathwayBrowser/#/R-MMU-1169091",63,13,3.49062347783731,3.72426303854875,3.20116162414452e-05,0.000436006317415127,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1356","R-MMU-69615","G1/S DNA Damage Checkpoints","http://reactome.org/PathwayBrowser/#/R-MMU-69615",63,13,3.49062347783731,3.72426303854875,3.20116162414452e-05,0.000436006317415127,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1357","R-MMU-351202","Metabolism of polyamines","http://reactome.org/PathwayBrowser/#/R-MMU-351202",82,15,4.54335119337555,3.30152774055213,3.63214872125539e-05,0.00048852400300885,"11702;17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;54375;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Amd1;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1;Azin1","Astro","PILOvsSHAM","PR","Up"
"1358","R-MMU-68867","Assembly of the pre-replicative complex","http://reactome.org/PathwayBrowser/#/R-MMU-68867",65,13,3.60143692157818,3.60967032967033,4.53629281809143e-05,0.000595250130764192,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1359","R-MMU-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","http://reactome.org/PathwayBrowser/#/R-MMU-8939236",65,13,3.60143692157818,3.60967032967033,4.53629281809143e-05,0.000595250130764192,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1360","R-MMU-983168","Antigen processing: Ubiquitination & Proteasome degradation","http://reactome.org/PathwayBrowser/#/R-MMU-983168",300,34,16.6220165611301,2.04547985347985,4.95057393403719e-05,0.000641785247352292,"101358;104184;17463;17999;19177;19186;19192;211255;22123;22194;22201;22209;230904;231670;23996;23997;26440;26443;26445;30839;50868;56371;65247;66156;66440;66663;66997;67089;70247;74132;75234;75717;77891;99152","Psmd1;Asb1;Anapc2;Fbxw5;Psmb7;Cdc26;Psmb2;Rnf19b;Fbxo2;Fbxo21;Rnf6;Fbxl14;Ube2s;Psmc4;Psma1;Psmd13;Psmd7;Keap1;Cul5;Nedd4;Uba5;Fzr1;Blmh;Psmd3;Psme3;Psmd12;Anapc11;Psma6;Ube2e1;Psmc6;Psme1;Kbtbd7;Uba1;Ube2a","Astro","PILOvsSHAM","PR","Up"
"1361","R-MMU-199977","ER to Golgi Anterograde Transport","http://reactome.org/PathwayBrowser/#/R-MMU-199977",147,21,8.14478811495373,2.57833594976452,5.49409726486871e-05,0.000703767697261754,"109676;110379;12345;207352;213827;21787;228998;243819;27096;50797;54399;56444;59042;59288;66050;66682;69654;73710;74498;76308;76332","Arfgap1;Ank2;Trappc3;Capzb;Sec13;Ppp6r1;Dctn5;Sec23ip;Bet1l;Trappc5;Cope;Cog2;Arcn1;Copb2;Gorasp1;Dctn2;0610009B22Rik;Actr10;Tubb2b;Tfg;Rab1b","Astro","PILOvsSHAM","PR","Up"
"1362","R-MMU-446652","Interleukin-1 family signaling","http://reactome.org/PathwayBrowser/#/R-MMU-446652",106,17,5.87311251826595,2.89454696247149,6.48769150295436e-05,0.000821265418491635,"13211;17463;18412;19177;19186;19192;20203;22123;23996;23997;26440;26443;26445;54473;66997;67089;70247","Psmd1;Dhx9;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Tollip;Psmd7;S100b;Sqstm1;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1363","R-MMU-72165","mRNA Splicing - Minor Pathway","http://reactome.org/PathwayBrowser/#/R-MMU-72165",50,11,2.77033609352168,3.97063736263736,6.98600537836214e-05,0.000873260384155926,"17749;192159;20641;22184;27366;320632;66055;67178;68092;69833;69920","Snrnp200;Polr2i;Zmat5;Prpf8;Sf3b6;Polr2k;Polr2f;Ncbp2;Snrpd1;Txnl4a;Zrsr2","Astro","PILOvsSHAM","PR","Up"
"1364","R-MMU-195253","Degradation of beta-catenin by the destruction complex","http://reactome.org/PathwayBrowser/#/R-MMU-195253",77,14,4.26631758402338,3.28151848151848,7.06074845925331e-05,0.000873260384155926,"17463;19177;19186;19192;22123;225849;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1;Ppp2r5b","Astro","PILOvsSHAM","PR","Up"
"1365","R-MMU-68949","Orc1 removal from chromatin","http://reactome.org/PathwayBrowser/#/R-MMU-68949",68,13,3.76765708718948,3.45042016806723,7.44137741645057e-05,0.000909877511375092,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1366","R-MMU-71291","Metabolism of amino acids and derivatives","http://reactome.org/PathwayBrowser/#/R-MMU-71291",247,29,13.6854603019971,2.11903723806558,9.50493931901608e-05,0.00114913648396194,"104816;110446;11702;11992;12041;12971;13382;15108;15473;17463;18242;19177;19186;19192;22123;23996;23997;26440;26443;26445;50493;54375;56551;66071;66997;67089;68133;68263;70247","Psmd1;Psmb7;Psmb2;Ethe1;Psmc4;Psma1;Crym;Bckdk;Oat;Psmd13;Psmd7;Gcsh;Acat1;Amd1;Txnrd1;Psmd3;Psme3;Psmd12;Dld;Psma6;Aspg;Auh;Pdhb;Psmc6;Psme1;Rida;Azin1;Txn2;Hsd17b10","Astro","PILOvsSHAM","PR","Up"
"1367","R-MMU-5689880","Ub-specific processing proteases","http://reactome.org/PathwayBrowser/#/R-MMU-5689880",166,22,9.19751583049196,2.39195021845624,0.000115675941950499,0.00138297015043041,"101206;15239;17463;19177;19186;19192;22123;22225;231151;236733;23996;23997;24075;26440;26443;26445;407786;50868;66997;67089;70247;84092","Psmd1;Psmb7;Usp8;Psmb2;Tada2b;Tada3;Usp5;Psmc4;Taf10;Psma1;Psmd13;Psmd7;Keap1;Psmd3;Psme3;Psmd12;Hgs;Psma6;Psmc6;Psme1;Usp11;Taf9b","Astro","PILOvsSHAM","PR","Up"
"1368","R-MMU-446203","Asparagine N-linked glycosylation","http://reactome.org/PathwayBrowser/#/R-MMU-446203",276,31,15.2922552362396,2.02716993151776,0.000125995984439964,0.00147403090822383,"107652;109154;109676;110379;12345;14584;207352;213827;21787;225896;228998;243819;269523;27096;29858;50797;50798;52014;53418;54399;56444;57357;59042;59288;66050;66682;69654;73710;74498;76308;76332","Uap1;Arfgap1;Ank2;Vcp;Gne;B4galt2;Trappc3;Capzb;Srd5a3;Mlec;Sec13;Ppp6r1;Dctn5;Sec23ip;Bet1l;Trappc5;Cope;Cog2;Arcn1;Copb2;Gorasp1;Nus1;Dctn2;Gfpt2;0610009B22Rik;Actr10;Tubb2b;Pmm1;Tfg;Rab1b;Ubxn1","Astro","PILOvsSHAM","PR","Up"
"1369","R-MMU-71403","Citric acid cycle (TCA cycle)","http://reactome.org/PathwayBrowser/#/R-MMU-71403",22,7,1.21894788114954,5.74265734265734,0.00012603238248754,0.00147403090822383,"13382;15929;56451;66052;66925;66945;67680","Sdhc;Sdhb;Suclg1;Sdhd;Dld;Sdha;Idh3g","Astro","PILOvsSHAM","PR","Up"
"1370","R-MMU-2871837","FCERI mediated NF-kB activation","http://reactome.org/PathwayBrowser/#/R-MMU-2871837",72,13,3.98928397467121,3.25873015873016,0.000137324154236618,0.00158856958018985,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1371","R-MMU-69206","G1/S Transition","http://reactome.org/PathwayBrowser/#/R-MMU-69206",102,16,5.65148563078422,2.83111398405516,0.000138778383399485,0.00158856958018985,"11651;17463;19177;19186;19192;19891;22123;23996;23997;26440;26443;26445;66979;66997;67089;70247","Psmd1;Psmb7;Psmb2;Rpa2;Pole4;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Akt1;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1372","R-MMU-68886","M Phase","http://reactome.org/PathwayBrowser/#/R-MMU-68886",358,37,19.8356064296152,1.8653324329302,0.00016360880521582,0.00185308499381287,"103733;108911;110379;12237;13589;17463;18472;19177;19186;19192;19357;22123;22194;225849;23996;23997;26440;26443;26445;319156;59021;64898;64899;66156;66440;66997;67089;68024;69654;70231;70247;73710;74498;76308;76789;97122;99152","Psmd1;Anapc2;Psmb7;Gorasp2;Mapre1;Lpin3;Hist2h4;Rab2a;Cdc26;Psmb2;Rcc2;Sec13;Psmc4;Psma1;Bub3;Psmd13;Psmd7;Gorasp1;Dctn2;Pafah1b1;Psmd3;Tubg1;Psme3;Psmd12;Anapc11;Psma6;Hist1h4d;Hist1h2bc;Tubb2b;Ube2e1;Psmc6;Psme1;Mzt1;Rad21;Lpin2;Rab1b;Ppp2r5b","Astro","PILOvsSHAM","PR","Up"
"1373","R-MMU-202424","Downstream TCR signaling","http://reactome.org/PathwayBrowser/#/R-MMU-202424",85,14,4.70957135898685,2.97266968325792,0.000212591006955254,0.00238279086962347,"17463;18709;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Pik3r2;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1374","R-MMU-5696398","Nucleotide Excision Repair","http://reactome.org/PathwayBrowser/#/R-MMU-5696398",106,16,5.87311251826595,2.72427949409082,0.000219896791290641,0.00243926749926526,"108679;13194;17749;18538;19891;233875;26891;26894;51812;56249;66979;66983;67439;69833;69920;77593","Cops8;Pcna;Usp45;Rpa2;Cops4;Pole4;Cops7a;Polr2i;Ino80e;Xab2;Zfp830;Actr8;Polr2k;Polr2f;Mcrs1;Ddb1","Astro","PILOvsSHAM","PR","Up"
"1375","R-MMU-1257604","PIP3 activates AKT signaling","http://reactome.org/PathwayBrowser/#/R-MMU-1257604",223,26,12.3556989771067,2.10429212043562,0.000243402033537121,0.0026724549804688,"11651;12151;12418;17463;17999;18709;19177;19186;19192;19744;22123;225849;23996;23997;26440;26443;26445;384783;54170;66508;66997;67089;67605;68877;70247;75778","Psmd1;Bmi1;Psmb7;Them4;Rragc;Psmb2;Rheb;Psmc4;Akt1s1;Lamtor1;Psma1;Psmd13;Irs2;Pik3r2;Psmd7;Nedd4;Psmd3;Psme3;Psmd12;Cbx4;Psma6;Akt1;Psmc6;Psme1;Maf1;Ppp2r5b","Astro","PILOvsSHAM","PR","Up"
"1376","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling","http://reactome.org/PathwayBrowser/#/R-MMU-2454202",118,17,6.53799318071115,2.60018625442354,0.000250955643306128,0.00272755830502418,"16476;17463;18709;19177;19186;19192;21682;22123;23996;23997;26420;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Jun;Psmb2;Tec;Psmc4;Psma1;Psmd13;Pik3r2;Psmd7;Mapk9;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1377","R-MMU-1168372","Downstream signaling events of B Cell Receptor (BCR)","http://reactome.org/PathwayBrowser/#/R-MMU-1168372",77,13,4.26631758402338,3.04712430426716,0.000276246164222727,0.00297240872703654,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1378","R-MMU-948021","Transport to the Golgi and subsequent modification","http://reactome.org/PathwayBrowser/#/R-MMU-948021",177,22,9.80698977106673,2.24329794499286,0.000295520142062911,0.00314831359267022,"109676;110379;12345;207352;213827;21787;228998;243819;27096;50797;53418;54399;56444;59042;59288;66050;66682;69654;73710;74498;76308;76332","Arfgap1;Ank2;B4galt2;Trappc3;Capzb;Sec13;Ppp6r1;Dctn5;Sec23ip;Bet1l;Trappc5;Cope;Cog2;Arcn1;Copb2;Gorasp1;Dctn2;0610009B22Rik;Actr10;Tubb2b;Tfg;Rab1b","Astro","PILOvsSHAM","PR","Up"
"1379","R-MMU-156827","L13a-mediated translational silencing of Ceruloplasmin expression","http://reactome.org/PathwayBrowser/#/R-MMU-156827",41,9,2.27167559668777,3.96183328866256,0.000324843090905858,0.00336087659437214,"13669;16341;208643;223691;26905;27979;54709;55944;75705","Eif3i;Eif3b;Eif3e;Eif3d;Eif3l;Eif4b;Eif4g1;Eif3a;Eif2s3x","Astro","PILOvsSHAM","PR","Up"
"1380","R-MMU-72649","Translation initiation complex formation","http://reactome.org/PathwayBrowser/#/R-MMU-72649",41,9,2.27167559668777,3.96183328866256,0.000324843090905858,0.00336087659437214,"13669;16341;208643;223691;26905;27979;54709;55944;75705","Eif3i;Eif3b;Eif3e;Eif3d;Eif3l;Eif4b;Eif4g1;Eif3a;Eif2s3x","Astro","PILOvsSHAM","PR","Up"
"1381","R-MMU-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","http://reactome.org/PathwayBrowser/#/R-MMU-72662",41,9,2.27167559668777,3.96183328866256,0.000324843090905858,0.00336087659437214,"13669;16341;208643;223691;26905;27979;54709;55944;75705","Eif3i;Eif3b;Eif3e;Eif3d;Eif3l;Eif4b;Eif4g1;Eif3a;Eif2s3x","Astro","PILOvsSHAM","PR","Up"
"1382","R-MMU-69620","Cell Cycle Checkpoints","http://reactome.org/PathwayBrowser/#/R-MMU-69620",268,29,14.8490014612762,1.95299327538134,0.000391530960327069,0.0039945749288166,"108911;110379;12237;13589;17463;18472;19177;19186;19192;19891;22123;22194;225849;23996;23997;26440;26443;26445;319156;66156;66440;66997;67089;68024;68251;70247;81601;97122;99152","Psmd1;Anapc2;Psmb7;Mapre1;Hist2h4;Cdc26;Psmb2;Rpa2;Rcc2;Sec13;Psmc4;Psma1;Bub3;Psmd13;Babam1;Psmd7;Pafah1b1;Psmd3;Psme3;Psmd12;Anapc11;Psma6;Hist1h4d;Hist1h2bc;Ube2e1;Psmc6;Psme1;Kat5;Ppp2r5b","Astro","PILOvsSHAM","PR","Up"
"1383","R-MMU-72702","Ribosomal scanning and start codon recognition","http://reactome.org/PathwayBrowser/#/R-MMU-72702",42,9,2.32708231855821,3.86750392464678,0.000393517604511673,0.0039945749288166,"13669;16341;208643;223691;26905;27979;54709;55944;75705","Eif3i;Eif3b;Eif3e;Eif3d;Eif3l;Eif4b;Eif4g1;Eif3a;Eif2s3x","Astro","PILOvsSHAM","PR","Up"
"1384","R-MMU-5632684","Hedgehog 'on' state","http://reactome.org/PathwayBrowser/#/R-MMU-5632684",101,15,5.59607890891378,2.68044826460668,0.000411217268628472,0.00413523159854426,"110355;17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247;73710","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Tubb2b;Psmc6;Psme1;Grk2","Astro","PILOvsSHAM","PR","Up"
"1385","R-MMU-983169","Class I MHC mediated antigen processing & presentation","http://reactome.org/PathwayBrowser/#/R-MMU-983169",350,35,19.3923526546517,1.80483516483517,0.000459371515017404,0.0045642231057485,"101358;104184;110379;17463;17999;19177;19186;19192;211255;22123;22194;22201;22209;230904;231670;23996;23997;26440;26443;26445;30839;50868;56371;65247;66156;66440;66663;66997;67089;70247;74132;75234;75717;77891;99152","Psmd1;Asb1;Anapc2;Fbxw5;Psmb7;Cdc26;Psmb2;Rnf19b;Fbxo2;Fbxo21;Rnf6;Sec13;Fbxl14;Ube2s;Psmc4;Psma1;Psmd13;Psmd7;Keap1;Cul5;Nedd4;Uba5;Fzr1;Blmh;Psmd3;Psme3;Psmd12;Anapc11;Psma6;Ube2e1;Psmc6;Psme1;Kbtbd7;Uba1;Ube2a","Astro","PILOvsSHAM","PR","Up"
"1386","R-MMU-9007101","Rab regulation of trafficking","http://reactome.org/PathwayBrowser/#/R-MMU-9007101",113,16,6.26095957135899,2.55551881746572,0.000462360890823965,0.0045642231057485,"11651;11845;14567;17274;19341;19345;19349;217449;27096;53869;56715;66050;66682;68449;76308;77407","Trappc3;Rab35;Rabgef1;Rab7;Tbc1d10b;Trappc5;Rab8a;Rab4a;Rab11a;0610009B22Rik;Rab5c;Trappc12;Arf6;Akt1;Rab1b;Gdi1","Astro","PILOvsSHAM","PR","Up"
"1387","R-MMU-69481","G2/M Checkpoints","http://reactome.org/PathwayBrowser/#/R-MMU-69481",149,19,8.25560155869459,2.30146765985692,0.000546761964355102,0.00534832612405537,"17463;19177;19186;19192;19891;22123;23996;23997;26440;26443;26445;319156;66997;67089;68024;68251;70247;81601;97122","Psmd1;Psmb7;Hist2h4;Psmb2;Rpa2;Psmc4;Psma1;Psmd13;Babam1;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Hist1h4d;Hist1h2bc;Psmc6;Psme1;Kat5","Astro","PILOvsSHAM","PR","Up"
"1388","R-MMU-6807878","COPI-mediated anterograde transport","http://reactome.org/PathwayBrowser/#/R-MMU-6807878",93,14,5.15282513395032,2.71695616211745,0.00055288250852914,0.00535276847349335,"109676;12345;213827;228998;50797;54399;56444;59042;59288;69654;73710;74498;76308;76332","Arfgap1;Ank2;Capzb;Dctn5;Bet1l;Cope;Cog2;Arcn1;Copb2;Gorasp1;Dctn2;Actr10;Tubb2b;Rab1b","Astro","PILOvsSHAM","PR","Up"
"1389","R-MMU-166208","mTORC1-mediated signalling","http://reactome.org/PathwayBrowser/#/R-MMU-166208",20,6,1.10813443740867,5.4145054945055,0.000557165491664735,0.00535276847349335,"19744;208643;54170;66508;67605;75705","Rragc;Rheb;Akt1s1;Lamtor1;Eif4b;Eif4g1","Astro","PILOvsSHAM","PR","Up"
"1390","R-MMU-1236975","Antigen processing-Cross presentation","http://reactome.org/PathwayBrowser/#/R-MMU-1236975",83,13,4.59875791524598,2.82685025817556,0.000587156388356158,0.0055909758749666,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1391","R-MMU-8878171","Transcriptional regulation by RUNX1","http://reactome.org/PathwayBrowser/#/R-MMU-8878171",174,21,9.64076960545543,2.17824933687003,0.000600296099955822,0.00566595266274091,"12151;12418;17463;19177;19186;19192;20586;22123;22761;23996;23997;26440;26443;26445;319156;66997;67089;67155;68024;70247;97122","Psmd1;Bmi1;Psmb7;Hist2h4;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Zfpm1;Smarca4;Psmd3;Psme3;Psmd12;Cbx4;Psma6;Hist1h4d;Hist1h2bc;Psmc6;Psme1;Smarca2","Astro","PILOvsSHAM","PR","Up"
"1392","R-MMU-9006925","Intracellular signaling by second messengers","http://reactome.org/PathwayBrowser/#/R-MMU-9006925",250,27,13.8516804676084,1.94922197802198,0.000636388355538142,0.0059543814831221,"110355;11651;12151;12418;17463;17999;18709;19177;19186;19192;19744;22123;225849;23996;23997;26440;26443;26445;384783;54170;66508;66997;67089;67605;68877;70247;75778","Psmd1;Bmi1;Psmb7;Them4;Rragc;Psmb2;Rheb;Psmc4;Akt1s1;Lamtor1;Psma1;Psmd13;Irs2;Pik3r2;Psmd7;Nedd4;Psmd3;Psme3;Psmd12;Cbx4;Psma6;Akt1;Psmc6;Psme1;Maf1;Grk2;Ppp2r5b","Astro","PILOvsSHAM","PR","Up"
"1393","R-MMU-917729","Endosomal Sorting Complex Required For Transport (ESCRT)","http://reactome.org/PathwayBrowser/#/R-MMU-917729",28,7,1.55138821237214,4.51208791208791,0.000654889428001515,0.00607392391444772,"116733;15239;22088;27681;66201;66700;70160","Chmp3;Tsg101;Vps36;Vps4a;Vta1;Snf8;Hgs","Astro","PILOvsSHAM","PR","Up"
"1394","R-MMU-4086400","PCP/CE pathway","http://reactome.org/PathwayBrowser/#/R-MMU-4086400",84,13,4.65416463711641,2.79319727891157,0.000660454552035672,0.00607392391444772,"17463;19177;19186;19192;22123;23996;23997;26440;26443;26445;66997;67089;70247","Psmd1;Psmb7;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Psmd3;Psme3;Psmd12;Psma6;Psmc6;Psme1","Astro","PILOvsSHAM","PR","Up"
"1395","R-MMU-201681","TCF dependent signaling in response to WNT","http://reactome.org/PathwayBrowser/#/R-MMU-201681",200,23,11.0813443740867,2.07556043956044,0.000667399048431938,0.006085774373837,"11651;17463;19177;19186;19192;20586;22123;225849;235497;23996;23997;26440;26443;26445;319156;66997;67089;68024;70247;73739;81601;84092;97122","Psmd1;Psmb7;Usp8;Hist2h4;Psmb2;Psmc4;Psma1;Psmd13;Psmd7;Smarca4;Leo1;Psmd3;Psme3;Psmd12;Psma6;Akt1;Hist1h4d;Hist1h2bc;Psmc6;Psme1;Cby1;Kat5;Ppp2r5b","Astro","PILOvsSHAM","PR","Up"
